rok   miesiac AAnalogiczny miesiąc poprzedniego roku = 100
2022	1	109,4
2022	2	108,5
2022	3	111,0
2022	4	112,4
2022	5	113,9
2022	6	115,5
2022	7	115,6
2022	8	116,1
2022	9	117,2
2022	10	117,9
2022	11	117,5
2022	12	116,6
2021	1	102,6
2021	2	102,4
2021	3	103,2
2021	4	104,3
2021	5	104,7
2021	6	104,4
2021	7	105,0
2021	8	105,5
2021	9	105,9
2021	10	106,8
2021	11	107,8
2021	12	108,6
